geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55
3391486,Pontina,Pontina,,-716.972,-3.562.222,P,PPLL,BR,,17,2515807.0,,,0,,292,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391487,Pontezinha,Pontezinha,,-821.667,-3.496.667,P,PPL,BR,,30,2602902.0,,,0,,18,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391488,Ponte Velha,Ponte Velha,,-5.9,-3.523.333,P,PPL,BR,,22,2403251.0,,,0,,39,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391489,Pontes,Pontes,,-483.333,-4.336.667,P,PPL,BR,,13,2103000.0,,,0,,57,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391490,Ponte Nova,Ponte Nova,Ponte Nova$Ponto Novo,-293.333,-5.206.667,P,PPL,BR,BR,16,1508357.0,,,0,,72,America/Santarem,03/08/2012,Ponte Nova,Ponto Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391491,Ponte dos Carvalhos,Ponte dos Carvalhos,Ponte das Carrolhos,-824.056,-3.498.417,P,PPLL,BR,BR,30,2602902.0,,,0,,26,America/Recife,03/08/2012,Ponte das Carrolhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391492,Igarapé Ponte Alta,Igarape Ponte Alta,,-7.7,-52.75,H,STM,BR,,16,,,,0,,220,America/Cuiaba,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391493,Ponte,Ponte,,-521.667,-4.298.333,P,PPL,BR,,13,2112209.0,,,0,,125,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391494,Ponta Sêca,Ponta Seca,,-158.333,-4.511.667,P,PPL,BR,,13,2100832.0,,,0,,22,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391495,Ponta de Pedras,Ponta de Pedras,Ponta de Pedras,-762.972,-3.481.389,P,PPLL,BR,BR,30,2606200.0,,,0,,35,America/Recife,03/08/2012,Ponta de Pedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391496,Ipanan Tapéré,Ipanan Tapere,Cachoeira Pontapere$Cachoeira Pontaperé$Ipanan Tapere$Ipanan Tapéré,273.333,-52.5,H,FLLS,BR,GF,0,,,,0,,128,America/Belem,08/03/2014,Cachoeira Pontapere,Cachoeira Pontaperé,Ipanan Tapere,Ipanan Tapéré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391497,Ponta Negra,Ponta Negra,Ponta Negra,-588.564,-3.517.005,P,PPL,BR,,22,2408102.0,,,0,,45,America/Fortaleza,07/04/2017,Ponta Negra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391499,Pontal da Barra,Pontal da Barra,,-968.333,-3.576.667,P,PPL,BR,,2,2704302.0,,,0,,8,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391500,Rio do Pontal,Rio do Pontal,Pontal River$Rio do Pontal,-905.307,-4.021.158,H,STMI,BR,,30,,,,0,,359,America/Recife,29/08/2021,Pontal River,Rio do Pontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391501,Riacho Pontal,Riacho Pontal,,-576.667,-3.908.333,H,STMI,BR,,6,,,,0,,167,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391502,Ponta do Pontal,Ponta do Pontal,Ponta do Pontal,-493.333,-3.713.333,T,PT,BR,,22,,,,0,,1,America/Fortaleza,05/12/2018,Ponta do Pontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391503,Ilha do Pontal,Ilha do Pontal,Ilha do Pontal,-908.333,-4.016.667,T,ISL,BR,,5,,,,0,,351,America/Bahia,05/12/2018,Ilha do Pontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391504,Igarapé do Pontal,Igarape do Pontal,Igarape do Pombal$Igarape do Pontal$Igarapé do Pombal$Igarapé do Pontal,-576.313,-5.263.334,H,STM,BR,,16,,,,0,,167,America/Santarem,05/06/2013,Igarape do Pombal,Igarape do Pontal,Igarapé do Pombal,Igarapé do Pontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391505,Igarapé Pontal,Igarape Pontal,,-761.667,-5.083.333,H,STM,BR,,16,,,,0,,363,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391506,Açude Pontal,Acude Pontal,,-5.25,-3.806.667,H,RSV,BR,,6,,,,0,,38,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391507,Pontal,Pontal,,-608.333,-38.05,P,PPL,BR,,22,2403905.0,,,0,,292,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391508,Pontal,Pontal,,-593.333,-4.768.333,P,PPL,BR,,31,1710706.0,,,0,,305,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391509,Pontais,Pontais,,-741.667,-3.836.667,P,PPL,BR,,17,2505600.0,,,0,,357,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391510,Lagoa da Ponta Grande,Lagoa da Ponta Grande,Lagoa Ponta Grande$Lagoa Ponte Grande$Lagoa da Ponta Grande$Lagoa da Ponte Grande,-550.417,-3.677.583,H,LK,BR,,22,,,,0,,15,America/Fortaleza,05/12/2012,Lagoa Ponta Grande,Lagoa Ponte Grande,Lagoa da Ponta Grande,Lagoa da Ponte Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391511,Ponta dos Índios,Ponta dos Indios,,406.667,-5.163.333,P,PPL,BR,,3,1600501.0,,,0,,4,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391512,Ponta do Morro,Ponta do Morro,,-6.85,-4.226.667,P,PPL,BR,,20,2209377.0,,,0,,152,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391513,Ponta do Morro,Ponta do Morro,,-666.667,-43.25,P,PPL,BR,,13,2101509.0,,,0,,149,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391514,Ponta do Morro,Ponta do Morro,,-536.667,-4.241.667,P,PPL,BR,,20,2201606.0,,,0,,158,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391515,Ponta do Morro,Ponta do Morro,,-7.8,-4.158.333,L,AREA,BR,,20,,,,0,,282,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391516,Ponta do Mel,Ponta do Mel,,-4.95,-3.688.333,P,PPL,BR,,22,2401107.0,,,0,,1,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391517,Ponta do Mangue,Ponta do Mangue,,-893.333,-3.516.667,P,PPL,BR,,2,2704500.0,,,0,,14,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391518,Ponta do Mangue,Ponta do Mangue,,-258.333,-42.75,P,PPL,BR,,13,2101707.0,,,0,,4,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391519,Ponta do Funil,Ponta do Funil,Ponta do Funil,-768.333,-3.483.333,P,PPL,BR,,30,2606200.0,,,0,,-9999,America/Recife,05/12/2018,Ponta do Funil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391520,Ponta do Flechal,Ponta do Flechal,Ponta do Flechal,-696.213,-5.835.313,P,PPLL,BR,,16,1503754.0,,,0,,122,America/Santarem,04/04/2013,Ponta do Flechal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391521,Ponta do Anel,Ponta do Anel,,-290.913,-4.145.361,P,PPL,BR,,20,2205706.0,,,0,,5,America/Fortaleza,25/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391522,Ponta de Ramos,Ponta de Ramos,Ponta do Ramos$Ponte de Ramas,-0.74472,-4.781.222,P,PPLL,BR,BR,16,1502905.0,,,0,,11,America/Belem,03/08/2012,Ponta do Ramos,Ponte de Ramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391523,Ponta de Pedras,Ponta de Pedras,,-139.028,-4.887.111,P,PPL,BR,,16,1505700.0,,,0,,5,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391524,Ponta da Vargem,Ponta da Vargem,,-8.6,-3.731.667,P,PPL,BR,,30,2615805.0,,,0,,682,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391525,Ponta da Serra (3),Ponta da Serra (3),,-613.333,-4.181.667,P,PPL,BR,,20,2200905.0,,,0,,285,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391526,Ponta da Serra (2),Ponta da Serra (2),,-643.333,-3.718.333,P,PPL,BR,,22,2411809.0,,,0,,163,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391527,Ponta da Serra (2),Ponta da Serra (2),,-6.1,-44.45,P,PPL,BR,,13,2106706.0,,,0,,216,America/Fortaleza,25/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391528,Ponta da Serra (1),Ponta da Serra (1),,-666.648,-3.610.279,P,PPL,BR,,17,2501609.0,,,0,,517,America/Fortaleza,23/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391529,Serra Ponta da Serra,Serra Ponta da Serra,,-5.2,-4.113.333,T,MTS,BR,,20,,,,0,,379,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391530,Ponta da Serra,Ponta da Serra,,-878.333,-4.146.667,P,PPL,BR,,20,2203453.0,,,0,,509,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391532,Ponta da Serra,Ponta da Serra,,-771.631,-3.656.945,P,PPL,BR,,17,2504074.0,,,0,,469,America/Fortaleza,23/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391533,Ponta da Serra,Ponta da Serra,,-718.333,-3.856.667,P,PPL,BR,,17,2509602.0,,,0,,724,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391534,Ponta da Serra,Ponta da Serra,,-653.322,-376.195,P,PPL,BR,,17,2510907.0,,,0,,359,America/Fortaleza,23/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391535,Ponta da Serra,Ponta da Serra,,-616.667,-3.803.333,P,PPL,BR,,22,2413557.0,,,0,,313,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391536,Ponta da Serra,Ponta da Serra,,-573.667,-3.612.028,P,PPL,BR,,22,2406700.0,,,0,,193,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
