geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername70,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80,othername81,othername82,othername83,othername84,othername85,othername86,othername87,othername88,othername89,othername90,othername91,othername92,othername93,othername94,othername95,othername96,othername97,othername98
3453998,Bairro do Piaí,Bairro do Piai,Bairro do Piai$Bairro do Piaí$Piai$Piaí,-23.779,-472.165,P,PPL,BR,,27,3519709.0,,,0,,883,America/Sao_Paulo,03/08/2012,Bairro do Piai,Bairro do Piaí,Piai,Piaí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453999,Piaçu,Piacu,Conceicao do Norte$Conceição do Norte,-2.033.667,-4.139.139,P,PPLL,BR,BR,8,3203700.0,,,0,,576,America/Sao_Paulo,03/08/2012,Conceicao do Norte,Conceição do Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454000,Piacatuba,Piacatuba,,-2.148.611,-4.278.861,P,PPLL,BR,,15,3138401.0,,,0,,323,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454001,Piacatu,Piacatu,,-2.159.222,-5.059.917,P,PPL,BR,,27,3537701.0,,,0,,423,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454002,Rio Piaçaguera,Rio Piacaguera,Rio Piacaguera$Rio Piaçaguera,-2.386.667,-46.4,H,STM,BR,,27,,,,0,,5,America/Sao_Paulo,05/03/2013,Rio Piacaguera,Rio Piaçaguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454003,Ilha Piaçaguera,Ilha Piacaguera,Ilha Piacaguera$Ilha Piaçaguera,-23.9,-4.638.333,T,ISL,BR,,27,,,,0,,7,America/Sao_Paulo,05/03/2013,Ilha Piacaguera,Ilha Piaçaguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454004,Canal de Piaçaguera,Canal de Piacaguera,Canal de Piacaguera$Canal de Piaçaguera,-23.9,-4.638.333,H,CHNM,BR,,27,,,,0,,7,America/Sao_Paulo,05/03/2013,Canal de Piacaguera,Canal de Piaçaguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454005,Piaçabuçu,Piacabucu,Piassabussu,-1.040.556,-3.643.444,P,PPL,BR,,2,2706802.0,,,9861,,6,America/Maceio,03/08/2012,Piassabussu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454006,Córrego Piaboga,Corrego Piaboga,Corrego Piaboga$Corrego Piebaga$Córrego Piaboga$Córrego Piebaga,-1.663.333,-55.1,H,STM,BR,BR,14,,,,0,,184,America/Cuiaba,19/01/2012,Corrego Piaboga,Corrego Piebaga,Córrego Piaboga,Córrego Piebaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454007,Piabetá,Piabeta,Piabeta$Piabetá,-226.148,-4.317.979,P,PPL,BR,,21,3302502.0,,,0,,16,America/Sao_Paulo,21/02/2019,Piabeta,Piabetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454008,Serra das Piabas,Serra das Piabas,Serra das Piabas$Serra das Plabas,-14.85,-40.05,T,RDGE,BR,BR,5,,,,0,,840,America/Bahia,19/01/2012,Serra das Piabas,Serra das Plabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454009,Serra das Piabas,Serra das Piabas,Serra da Piabanha$Serra das Piabas,-1.498.333,-39.35,T,HLLS,BR,BR,5,,,,0,,256,America/Bahia,19/01/2012,Serra da Piabanha,Serra das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454010,Rio Piabas,Rio Piabas,Rio Piabas$Rio das Piabas,-2.302.559,-4.352.083,H,STM,BR,,21,,,,0,,14,America/Sao_Paulo,19/01/2012,Rio Piabas,Rio das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454011,Rio das Piabas,Rio das Piabas,Riacho das Piabas$Rio das Piabas,-12.25,-38.05,H,STM,BR,BR,5,,,,0,,59,America/Bahia,19/01/2012,Riacho das Piabas,Rio das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454012,Ribeirão das Piabas,Ribeirao das Piabas,Ribeirao das Piabas$Ribeirão das Piabas$Rio das Piabas,-14.3,-54.85,H,STM,BR,BR,14,,,,0,,426,America/Cuiaba,11/06/2020,Ribeirao das Piabas,Ribeirão das Piabas,Rio das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454013,Riacho Piabas,Riacho Piabas,,-1.166.667,-40.4,H,STMI,BR,,5,,,,0,,485,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454014,Riacho Piabas,Riacho Piabas,Riacho Piabas$Ribeirao do Piabas$Ribeirão do Piabas,-1.283.333,-4.131.667,H,STM,BR,BR,5,,,,0,,328,America/Bahia,19/01/2012,Riacho Piabas,Ribeirao do Piabas,Ribeirão do Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454015,Córrego das Piabas,Corrego das Piabas,Corrego das Piabas$Córrego das Piabas,-1.858.333,-3.978.333,H,STM,BR,,8,,,,0,,17,America/Bahia,05/12/2012,Corrego das Piabas,Córrego das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454016,Córrego das Piabas,Corrego das Piabas,,-1.576.667,-39.35,H,STM,BR,,5,,,,0,,113,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454017,Piabas,Piabas,,-12.7,-3.816.667,P,PPL,BR,,5,2905701.0,,,0,,11,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454018,Ribeirão Piabanhas,Ribeirao Piabanhas,Ribeirao Piabanhas$Ribeirão Piabanhas,-1.608.333,-40,H,STM,BR,,15,,,,0,,122,America/Bahia,05/12/2012,Ribeirao Piabanhas,Ribeirão Piabanhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454019,Rio Piabanha,Rio Piabanha,Piabanha River$Rio Piabanba$Rio Piabanha,-2.211.191,-4.313.769,H,STM,BR,,21,,,,0,,264,America/Sao_Paulo,13/08/2021,Piabanha River,Rio Piabanba,Rio Piabanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454020,Ribeirão da Piabanha,Ribeirao da Piabanha,,-14.9,-3.938.333,H,STM,BR,,5,,,,0,,81,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454021,Riacho Piabanha,Riacho Piabanha,,-15.3,-4.046.667,H,STM,BR,,5,,,,0,,280,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454022,Riacho Piabanha,Riacho Piabanha,,-1.393.333,-4.151.667,H,STM,BR,,5,,,,0,,453,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454023,Riacho Piabanha,Riacho Piabanha,,-1.083.333,-4.703.333,H,STM,BR,,31,,,,0,,354,America/Araguaina,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454024,Lagoa da Piabanha,Lagoa da Piabanha,Lagoa da Piabanha,-2.093.333,-4.083.333,H,LGN,BR,,8,,,,0,,3,America/Sao_Paulo,05/12/2012,Lagoa da Piabanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454025,Piabanha,Piabanha,Piabanha,-20.95,-40.9,P,PPL,BR,,8,3202801.0,,,0,,53,America/Sao_Paulo,05/12/2012,Piabanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454026,Piabanha,Piabanha,,-1.422.806,-3.940.556,P,PPLL,BR,,5,2920700.0,,,0,,113,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454027,Ribeirão Piaba,Ribeirao Piaba,Ribeirao Piaba$Ribeirão Piaba,-2.085.402,-5.235.312,H,STM,BR,,11,,,,0,,286,America/Campo_Grande,05/10/2018,Ribeirao Piaba,Ribeirão Piaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454028,Piaba,Piaba,,-2.076.667,-5.213.333,S,RSTN,BR,,11,5008305.0,,,0,,402,America/Campo_Grande,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454029,Petúnia,Petunia,,-2.100.861,-4.639.972,P,PPLL,BR,,15,3145109.0,,,0,,954,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454030,Petrovina,Petrovina,Petrovina,-1.676.667,-5.411.667,P,PPL,BR,,14,5106372.0,,,0,,726,America/Cuiaba,09/02/2013,Petrovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454031,Petrópolis,Petropolis,Petropolis$Petròpolis$Petrópolis$bi de luo bo li si$peteulopolliseu$petoroporisu$petropolisa$ptrwpwlys$??????????$??????????$?????????$???????????$??????$??????$??????,-22.505,-4.317.861,P,PPL,BR,,21,3303906.0,,,272691,,819,America/Sao_Paulo,03/08/2012,Petropolis,Petròpolis,Petrópolis,bi de luo bo li si,peteulopolliseu,petoroporisu,petropolisa,ptrwpwlys,??????????,??????????,?????????,???????????,??????,??????,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454032,Petrolina de Goiás,Petrolina de Goias,Goialina$Petrolina,-16.095,-4.933.806,P,PPL,BR,,29,5216809.0,,,7710,,720,America/Sao_Paulo,03/08/2012,Goialina,Petrolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454033,Arroio Petinguá,Arroio Petingua,Arroio Pequeri$Arroio Pequerí$Arroio Pequiry$Arroio Petinga$Arroio Petingua$Arroio Petinguá$Arroio Petingá,-3.003.333,-5.266.667,H,STM,BR,BR,23,,,,0,,26,America/Sao_Paulo,11/06/2020,Arroio Pequeri,Arroio Pequerí,Arroio Pequiry,Arroio Petinga,Arroio Petingua,Arroio Petinguá,Arroio Petingá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454034,Arroio Petim,Arroio Petim,Arroio Petim,-3.021.235,-513.213,H,STM,BR,,23,,,,0,,3,America/Sao_Paulo,10/04/2021,Arroio Petim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454035,Petim,Petim,,-1.268.056,-3.925.083,P,PPLL,BR,,5,2907301.0,,,0,,228,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454036,Córrego da Peta,Corrego da Peta,Corrego da Peta$Córrego da Peta,-16.45,-4.136.667,H,STM,BR,,15,,,,0,,520,America/Bahia,05/12/2012,Corrego da Peta,Córrego da Peta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454037,Pessegueiro,Pessegueiro,,-27.9,-5.443.333,P,PPL,BR,,23,4317202.0,,,0,,258,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454038,Pessegueiro,Pessegueiro,Pessegueiro,-2.106.667,-4.658.333,P,PPL,BR,,15,3163904.0,,,0,,1025,America/Sao_Paulo,05/03/2013,Pessegueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454039,Rio Pessegueira,Rio Pessegueira,Rio Pessegueira$Rio dos Pessegueiros,-27.65,-5.001.667,H,STM,BR,BR,26,,,,0,,844,America/Sao_Paulo,19/01/2012,Rio Pessegueira,Rio dos Pessegueiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454040,Lago Pesqueiro dos Carajás,Lago Pesqueiro dos Carajas,,-1.058.333,-5.083.333,H,LK,BR,,14,,,,0,,199,America/Cuiaba,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454041,Rio Pesqueiro,Rio Pesqueiro,Pesqueiro River$Rio Pesqueiro,-2.651.667,-5.293.333,H,STM,BR,,26,,,,0,,528,America/Sao_Paulo,06/08/2021,Pesqueiro River,Rio Pesqueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454042,Ilha do Pesqueiro,Ilha do Pesqueiro,Ilha da Pesqueira$Ilha do Pesqueiro,-25.55,-5.406.667,T,ISL,BR,BR,18,,,,0,,264,America/Sao_Paulo,19/01/2012,Ilha da Pesqueira,Ilha do Pesqueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454043,Banhado do Pesqueiro,Banhado do Pesqueiro,,-30.9,-5.173.333,H,MRSH,BR,,23,,,,0,,22,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454044,Arroio do Pesqueiro,Arroio do Pesqueiro,Arroio Pesqueiro$Arroio do Pesqueiro,-299.842,-514.339,H,STM,BR,,23,,,,0,,1,America/Sao_Paulo,19/01/2012,Arroio Pesqueiro,Arroio do Pesqueiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454045,Pesqueiro,Pesqueiro,,-29.7,-5.093.333,P,PPL,BR,,23,4321204.0,,,0,,13,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454046,Pesqueiro,Pesqueiro,,-2.411.667,-49.7,P,PPL,BR,,18,4112009.0,,,0,,793,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454047,Igarapé Pesqueira,Igarape Pesqueira,,-1.226.667,-5.988.333,H,STM,BR,,14,,,,0,,419,America/Cuiaba,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454048,Pescaria Brava,Pescaria Brava,,-283.743,-4.888.277,P,PPLL,BR,,26,4212650.0,,,0,,20,America/Sao_Paulo,17/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454049,Ilha da Pescaria,Ilha da Pescaria,Ilha da Pescaria,-2.297.251,-4.371.925,T,ISL,BR,,21,,,,0,,3,America/Sao_Paulo,19/01/2012,Ilha da Pescaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454050,Ilha Pescaria,Ilha Pescaria,Ilha Pescaria,-1.376.667,-3.908.333,T,ISL,BR,,5,,,,0,,23,America/Bahia,05/12/2018,Ilha Pescaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454051,Ilha dos Pescadores,Ilha dos Pescadores,Ilha dos Pescadores,-2.371.667,-4.501.667,T,ISL,BR,,27,,,,0,,-9999,America/Sao_Paulo,05/03/2013,Ilha dos Pescadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454052,Pescadores,Pescadores,,-2.703.333,-4.858.333,P,PPL,BR,,26,4202008.0,,,0,,7,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454053,Pescador,Pescador,,-1.835.694,-4.159.806,P,PPL,BR,,15,3150000.0,,,0,,341,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454054,Perus,Perus,PRS,-2.340.472,-4.675.472,P,PPLX,BR,,27,3550308.0,1.0,,0,,773,America/Sao_Paulo,26/10/2018,PRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454055,Rio Peruípe,Rio Peruipe,Peruipe River$Peruípe River$Rio Peruhype$Rio Peruipe$Rio Peruípe$Rio Vicosa$Rio Viçosa,-1.789.882,-3.934.756,H,STM,BR,,5,,,,0,,-9999,America/Bahia,24/08/2021,Peruipe River,Peruípe River,Rio Peruhype,Rio Peruipe,Rio Peruípe,Rio Vicosa,Rio Viçosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454056,Peruípe,Peruipe,Peruipe$Peruípe,-1.776.667,-3.961.667,P,PPL,BR,,5,2906907.0,,,0,,50,America/Bahia,05/12/2012,Peruipe,Peruípe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454057,Serra de Peruíbe,Serra de Peruibe,Serra de Guarahu$Serra de Guarahú$Serra de Peruibe$Serra de Peruíbe,-24.35,-4.706.667,T,RDGE,BR,BR,27,,,,0,,555,America/Sao_Paulo,19/01/2012,Serra de Guarahu,Serra de Guarahú,Serra de Peruibe,Serra de Peruíbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454058,Praia de Peruíbe,Praia de Peruibe,Praia de Peruibe$Praia de Peruíbe$Praia do Peruhibe,-24.25,-4.691.667,T,BCH,BR,BR,27,3537602.0,,,0,,16,America/Sao_Paulo,11/06/2020,Praia de Peruibe,Praia de Peruíbe,Praia do Peruhibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454059,Morro de Peruíbe,Morro de Peruibe,Morro de Peruhibe$Morro de Peruibe$Morro de Peruíbe,-24.35,-4.703.333,T,MT,BR,BR,27,3537602.0,,,0,,305,America/Sao_Paulo,11/06/2020,Morro de Peruhibe,Morro de Peruibe,Morro de Peruíbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454060,Ilha de Peruíbe,Ilha de Peruibe,Ilha de Peruhybe$Ilha de Peruibe$Ilha de Peruipe$Ilha de Peruíbe$Ilha de Peruípe$Ilha do Peruhibe,-2.436.164,-4.698.033,T,ISL,BR,BR,27,3537602.0,,,0,,16,America/Sao_Paulo,15/06/2016,Ilha de Peruhybe,Ilha de Peruibe,Ilha de Peruipe,Ilha de Peruíbe,Ilha de Peruípe,Ilha do Peruhibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454061,Peruíbe,Peruibe,Peruhybe$Peruibi$caraguava$pei lu yi bi$peru'ibe$???????$???????$????,-24.32,-4.699.833,P,PPL,BR,,27,3537602.0,,,63030,,11,America/Sao_Paulo,03/08/2012,Peruhybe,Peruibi,caraguava,pei lu yi bi,peru'ibe,???????,???????,????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454062,Rio Peruaçu,Rio Peruacu,Peruacu River$Peruaçu River$Rio Peruacu$Rio Peruaçu,-1.518.333,-4.411.667,H,STM,BR,,15,,,,0,,448,America/Bahia,20/08/2021,Peruacu River,Peruaçu River,Rio Peruacu,Rio Peruaçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454063,Peru,Peru,,-1.356.667,-4.123.333,P,PPL,BR,,5,2902807.0,,,0,,754,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
