,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30
107,8603847,Vila São Nicodemos,Vila Sao Nicodemos,-199.573,-4.403.377,P,PPLX,BR,,15.0,3118601.0,,,0,,910,America/Sao_Paulo,22/06/2016,Vila Sao Nicodemos,Vila São Nicodemos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,8603848,Vila São Vicente,Vila Sao Vicente,-1.995.449,-4.403.316,P,PPLX,BR,,15.0,3118601.0,,,0,,922,America/Sao_Paulo,22/06/2016,Vila Sao Vicente,Vila São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,8603849,Vila Santo Antônio,Vila Santo Antonio,-1.995.017,-4.402.994,P,PPLX,BR,,15.0,3118601.0,,,0,,901,America/Sao_Paulo,13/06/2020,Samag,Vila Santo Antonio,Vila Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,8603850,Itaú,Itau,-1.994.622,-4.401.952,P,PPLX,BR,,15.0,3118601.0,,,0,,893,America/Sao_Paulo,22/06/2016,Itau,Itaú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,8603851,Vila Dom Bosco,Vila Dom Bosco,-1.996.262,-4.401.413,P,PPLX,BR,,15.0,3118601.0,,,0,,917,America/Sao_Paulo,22/06/2016,Vila Dom Bosco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,8603852,Atrevidos,Atrevidos,-1.996.835,-4.401.364,P,PPLX,BR,,15.0,3118601.0,,,0,,914,America/Sao_Paulo,22/06/2016,Atrevidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,8603853,Jardim Industrial,Jardim Industrial,-199.698,-440.181,P,PPLX,BR,,15.0,3118601.0,,,0,,927,America/Sao_Paulo,22/06/2016,Jardim Industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,8603854,Vila da Paz,Vila da Paz,-1.997.506,-4.403.104,P,PPLX,BR,,15.0,3118601.0,,,0,,928,America/Sao_Paulo,22/06/2016,Vila da Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,8603855,Pedreira Santa Rita,Pedreira Santa Rita,-1.997.298,-4.403.429,P,PPLX,BR,,15.0,3118601.0,,,0,,940,America/Sao_Paulo,22/06/2016,Pedreira Santa Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,8603856,Vila Bandeirantes,Vila Bandeirantes,-1.997.118,-4.404.964,P,PPLX,BR,,15.0,3118601.0,,,0,,974,America/Sao_Paulo,22/06/2016,Vila Bandeirantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,8603857,Vila Marimbondos,Vila Marimbondos,-1.994.502,-4.404.746,P,PPLX,BR,,15.0,3118601.0,,,0,,915,America/Sao_Paulo,22/06/2016,Jardim Eldorado,Vila Marimbondos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,8603858,Vila P.T.O,Vila P.T.O,-1.993.912,-4.402.699,P,PPLX,BR,,15.0,3118601.0,,,0,,896,America/Sao_Paulo,22/06/2016,Vila P.T.O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,8603859,Prainha,Prainha,-1.953.107,-426.238,P,PPLX,BR,,15.0,3119401.0,,,0,,242,America/Sao_Paulo,22/06/2016,Prainha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,8603860,Manoel Domingos,Manoel Domingos,-1.953.042,-4.262.834,P,PPLX,BR,,15.0,3119401.0,,,0,,238,America/Sao_Paulo,22/06/2016,Manoel Domingos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,8603861,Morro do Carmo,Morro do Carmo,-1.952.762,-4.262.982,P,PPLX,BR,,15.0,3119401.0,,,0,,269,America/Sao_Paulo,22/06/2016,Morro do Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,8603862,Pedreira,Pedreira,-1.949.906,-426.016,P,PPLX,BR,,15.0,3119401.0,,,0,,349,America/Sao_Paulo,22/06/2016,Pedreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8603863,Alto Caladinho,Alto Caladinho,-195.075,-4.259.391,P,PPLX,BR,,15.0,3119401.0,,,0,,284,America/Sao_Paulo,22/06/2016,Alto Caladinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,8603864,Alto Ponte Nova,Alto Ponte Nova,-1.953.033,-4.259.604,P,PPLX,BR,,15.0,3119401.0,,,0,,378,America/Sao_Paulo,22/06/2016,Alto Ponte Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,8603865,Alto Santa Terezinha,Alto Santa Terezinha,-1.952.309,-4.261.247,P,PPLX,BR,,15.0,3119401.0,,,0,,249,America/Sao_Paulo,22/06/2016,Alto Santa Terezinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,8603866,Morada do Vale,Morada do Vale,-1.951.612,-4.260.142,P,PPLX,BR,,15.0,3119401.0,,,0,,320,America/Sao_Paulo,22/06/2016,Morada do Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,8603867,Vila São Francisco,Vila Sao Francisco,-1.950.998,-4.260.469,P,PPLX,BR,,15.0,3119401.0,,,0,,288,America/Sao_Paulo,22/06/2016,Vila Sao Francisco,Vila São Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,8603868,App Córrego Caladão,App Corrego Caladao,-1.950.001,-4.262.998,P,PPLX,BR,,15.0,3119401.0,,,0,,243,America/Sao_Paulo,22/06/2016,App Corrego Caladao,App Córrego Caladão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,8603869,Surinan,Surinan,-1.949.263,-4.263.066,P,PPLX,BR,,15.0,3119401.0,,,0,,249,America/Sao_Paulo,22/06/2016,Surinan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,8603870,Santa Rita,Santa Rita,-1.949.495,-4.262.068,P,PPLX,BR,,15.0,3119401.0,,,0,,330,America/Sao_Paulo,22/06/2016,Santa Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,8603871,Morro Padre Rocha,Morro Padre Rocha,-1.950.171,-4.263.823,P,PPLX,BR,,15.0,3119401.0,,,0,,298,America/Sao_Paulo,22/06/2016,Morro Padre Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,8603872,Serra Pelada,Serra Pelada,-1.949.748,-4.263.849,P,PPLX,BR,,15.0,3119401.0,,,0,,339,America/Sao_Paulo,22/06/2016,Serra Pelada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,8603873,Caladão,Caladao,-1.947.711,-42.656,P,PPLX,BR,,15.0,3119401.0,,,0,,266,America/Sao_Paulo,22/06/2016,Caladao,Caladão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,8603874,Expansão do Potyra,Expansao do Potyra,-1.946.996,-4.265.099,P,PPLX,BR,,15.0,3119401.0,,,0,,372,America/Sao_Paulo,22/06/2016,Expansao do Potyra,Expansão do Potyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8603875,São Geraldo,Sao Geraldo,-1.948.851,-4.262.802,P,PPLX,BR,,15.0,3119401.0,,,0,,297,America/Sao_Paulo,22/06/2016,Sao Geraldo,São Geraldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,8603876,Expansão do Contente,Expansao do Contente,-1.946.992,-426.448,P,PPLX,BR,,15.0,3119401.0,,,0,,259,America/Sao_Paulo,22/06/2016,Expansao do Contente,Expansão do Contente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,8603877,Frederico Ozanan,Frederico Ozanan,-194.798,-4.263.824,P,PPLX,BR,,15.0,3119401.0,,,0,,256,America/Sao_Paulo,22/06/2016,Frederico Ozanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,8603878,Santa Luzia,Santa Luzia,-1.948.481,-4.261.794,P,PPLX,BR,,15.0,3119401.0,,,0,,267,America/Sao_Paulo,22/06/2016,Santa Luzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,8603879,Vila Renascer,Vila Renascer,-1.982.758,-4.416.069,P,PPLX,BR,,15.0,3124104.0,,,0,,959,America/Sao_Paulo,22/06/2016,Vila Renascer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,8603880,Nova Esmeraldas,Nova Esmeraldas,-1.979.117,-4.431.497,P,PPLX,BR,,15.0,3124104.0,,,0,,777,America/Sao_Paulo,22/06/2016,Nova Esmeraldas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,8603881,Recreio,Recreio,-1.981.548,-4.414.802,P,PPLX,BR,,15.0,3124104.0,,,0,,935,America/Sao_Paulo,22/06/2016,Recreio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,8603882,Querosene,Querosene,-1.884.454,-41.943,P,PPLX,BR,,15.0,3127701.0,,,0,,195,America/Sao_Paulo,22/06/2016,Querosene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,8603883,Carapina,Carapina,-1.884.682,-4.194.627,P,PPLX,BR,,15.0,3127701.0,,,0,,222,America/Sao_Paulo,22/06/2016,Carapina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8603884,Comunidade Palmeiras,Comunidade Palmeiras,-1.886.742,-4.198.179,P,PPLX,BR,,15.0,3127701.0,,,0,,191,America/Sao_Paulo,22/06/2016,Comunidade Palmeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,8603885,Buraco Fundo,Buraco Fundo,-1.890.993,-4.195.254,P,PPLX,BR,,15.0,3127701.0,,,0,,188,America/Sao_Paulo,22/06/2016,Buraco Fundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,8603886,Alto Paraíso,Alto Paraiso,-1.889.843,-4.195.158,P,PPLX,BR,,15.0,3127701.0,,,0,,193,America/Sao_Paulo,22/06/2016,Alto Paraiso,Alto Paraíso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,8603887,Comunidade Jardim do Trevo,Comunidade Jardim do Trevo,-1.884.305,-419.888,P,PPLX,BR,,15.0,3127701.0,,,0,,268,America/Sao_Paulo,22/06/2016,Comunidade Jardim do Trevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,8603888,Vila Primavera,Vila Primavera,-2.002.455,-4.403.473,P,PPLX,BR,,15.0,3129806.0,,,0,,1006,America/Sao_Paulo,22/06/2016,Vila Primavera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,8603889,Vila Sem Denominação,Vila Sem Denominacao,-1.999.424,-4.406.919,P,PPLX,BR,,15.0,3129806.0,,,0,,854,America/Sao_Paulo,22/06/2016,Vila Sem Denominacao,Vila Sem Denominação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,8603890,Vila Ideal,Vila Ideal,-200.002,-4.406.523,P,PPLX,BR,,15.0,3129806.0,,,0,,902,America/Sao_Paulo,22/06/2016,Vila Ideal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,8603891,Cemitério Velho - Centro,Cemiterio Velho - Centro,-1.947.779,-4.252.175,P,PPLX,BR,,15.0,3131307.0,,,0,,229,America/Sao_Paulo,22/06/2016,Cemiterio Velho - Centro,Cemitério Velho - Centro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,8603892,Serra Dourada - Bairro Bom Jardim,Serra Dourada - Bairro Bom Jardim,-1.948.421,-4.257.629,P,PPLX,BR,,15.0,3131307.0,,,0,,288,America/Sao_Paulo,22/06/2016,Serra Dourada - Bairro Bom Jardim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,8603893,Alto do Iguaçu,Alto do Iguacu,-1.947.617,-4.255.884,P,PPLX,BR,,15.0,3131307.0,,,0,,309,America/Sao_Paulo,22/06/2016,Alto do Iguacu,Alto do Iguaçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,8603894,Assentamento Boston,Assentamento Boston,-1.944.143,-4.254.691,P,PPLX,BR,,15.0,3131307.0,,,0,,328,America/Sao_Paulo,22/06/2016,Assentamento Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,8603895,Assentamento Pusco,Assentamento Pusco,-1.942.953,-4.255.636,P,PPLX,BR,,15.0,3131307.0,,,0,,328,America/Sao_Paulo,22/06/2016,Assentamento Pusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,8603896,Assentamento Turim,Assentamento Turim,-1.943.242,-4.254.988,P,PPLX,BR,,15.0,3131307.0,,,0,,343,America/Sao_Paulo,22/06/2016,Assentamento Turim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,8603897,Vila da Paz,Vila da Paz,-1.946.573,-4.255.576,P,PPLX,BR,,15.0,3131307.0,,,0,,235,America/Sao_Paulo,22/06/2016,Vila da Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,8603898,Nova Esperança,Nova Esperanca,-1.946.664,-4.258.156,P,PPLX,BR,,15.0,3131307.0,,,0,,318,America/Sao_Paulo,22/06/2016,Nova Esperanca,Nova Esperança,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,8603899,Madre Marta de Jesus,Madre Marta de Jesus,-1.964.694,-4.322.391,P,PPLX,BR,,15.0,3131703.0,,,0,,779,America/Sao_Paulo,22/06/2016,Madre Marta de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,8603900,São Bento,Sao Bento,-1.963.818,-4.323.414,P,PPLX,BR,,15.0,3131703.0,,,0,,767,America/Sao_Paulo,22/06/2016,Sao Bento,São Bento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8603901,Aprígio,Aprigio,-1.962.329,-4.320.802,P,PPLX,BR,,15.0,3131703.0,,,0,,796,America/Sao_Paulo,22/06/2016,Aprigio,Aprígio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8603902,Vila Formosa,Vila Formosa,-1.803.908,-4.168.804,P,PPLX,BR,,15.0,3132701.0,,,0,,328,America/Sao_Paulo,22/06/2016,Vila Formosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8603903,Galiléia,Galileia,-1.549.541,-4.436.727,P,PPLX,BR,,15.0,3135209.0,,,0,,457,America/Sao_Paulo,22/06/2016,Galileia,Galiléia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8603904,Alto Dom Bosco,Alto Dom Bosco,-2.177.787,-4.336.519,P,PPLX,BR,,15.0,3136702.0,,,0,,853,America/Sao_Paulo,22/06/2016,Alto Dom Bosco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8603905,Morro dos Cabritos,Morro dos Cabritos,-2.177.598,-4.336.285,P,PPLX,BR,,15.0,3136702.0,,,0,,798,America/Sao_Paulo,22/06/2016,Morro dos Cabritos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8603906,Vila Santa Terezinha,Vila Santa Terezinha,-2.174.022,-4.336.681,P,PPLX,BR,,15.0,3136702.0,,,0,,684,America/Sao_Paulo,22/06/2016,Vila Santa Terezinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8603907,Parque das Cachoeiras,Parque das Cachoeiras,-2.174.942,-4.339.239,P,PPLX,BR,,15.0,3136702.0,,,0,,753,America/Sao_Paulo,22/06/2016,Parque das Cachoeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8603908,Milho Branco,Milho Branco,-2.174.707,-434.074,P,PPLX,BR,,15.0,3136702.0,,,0,,760,America/Sao_Paulo,22/06/2016,Milho Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8603909,Favelinha da Facit,Favelinha da Facit,-2.171.628,-4.341.083,P,PPLX,BR,,15.0,3136702.0,,,0,,731,America/Sao_Paulo,22/06/2016,Favelinha da Facit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8603910,Rua Walquírio Seixas de Faria,Rua Walquirio Seixas de Faria,-2.174.179,-4.338.203,P,PPLX,BR,,15.0,3136702.0,,,0,,748,America/Sao_Paulo,22/06/2016,Rua Walquirio Seixas de Faria,Rua Walquírio Seixas de Faria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8603911,Vila São Cristovão,Vila Sao Cristovao,-2.165.506,-4.342.814,P,PPLX,BR,,15.0,3136702.0,,,0,,715,America/Sao_Paulo,22/06/2016,Vila Sao Cristovao,Vila São Cristovão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8603912,Ocupação da Margem Direita do Rio Paraibuna,Ocupacao da Margem Direita do Rio Paraibuna,-2.167.563,-4.343.956,P,PPLX,BR,,15.0,3136702.0,,,0,,688,America/Sao_Paulo,22/06/2016,Ocupacao da Margem Direita do Rio Paraibuna,Ocupação da Margem Direita do Rio Paraibuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8603913,Holcin e Margem da Linha Férrea,Holcin e Margem da Linha Ferrea,-21.695,-4.344.814,P,PPLX,BR,,15.0,3136702.0,,,0,,699,America/Sao_Paulo,22/06/2016,Holcin e Margem da Linha Ferrea,Holcin e Margem da Linha Férrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8603914,Estrada Para Remonta,Estrada Para Remonta,-2.171.138,-4.340.838,P,PPLX,BR,,15.0,3136702.0,,,0,,682,America/Sao_Paulo,22/06/2016,Estrada Para Remonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8603915,Favela do Rato,Favela do Rato,-2.173.205,-4.334.525,P,PPLX,BR,,15.0,3136702.0,,,0,,728,America/Sao_Paulo,22/06/2016,Favela do Rato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8603916,Vila Fortaleza,Vila Fortaleza,-2.172.257,-4.331.475,P,PPLX,BR,,15.0,3136702.0,,,0,,874,America/Sao_Paulo,22/06/2016,Vila Fortaleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8603917,Terra Nossa,Terra Nossa,-2.180.944,-4.334.728,P,PPLX,BR,,15.0,3136702.0,,,0,,820,America/Sao_Paulo,22/06/2016,Terra Nossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8603918,Morro das Viúvas,Morro das Viuvas,-2.026.071,-4.203.218,P,PPLX,BR,,15.0,3139409.0,,,0,,679,America/Sao_Paulo,22/06/2016,Morro das Viuvas,Morro das Viúvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8603919,Batalhão Velho,Batalhao Velho,-2.024.661,-4.202.511,P,PPLX,BR,,15.0,3139409.0,,,0,,642,America/Sao_Paulo,22/06/2016,Batalhao Velho,Batalhão Velho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8603920,Bairro da Mangueira,Bairro da Mangueira,-2.035.304,-4.195.457,P,PPLX,BR,,15.0,3139508.0,,,0,,700,America/Sao_Paulo,22/06/2016,Bairro da Mangueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,8603921,Morro da Penha,Morro da Penha,-2.034.663,-4.195.309,P,PPLX,BR,,15.0,3139508.0,,,0,,625,America/Sao_Paulo,22/06/2016,Morro da Penha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,8603922,Rua Manoel de Souza Brasil,Rua Manoel de Souza Brasil,-1.670.219,-4.388.278,P,PPLX,BR,,15.0,3143302.0,,,0,,679,America/Sao_Paulo,22/06/2016,Rua Manoel de Souza Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,8603923,Bairro Cidade Conferência Cristo Rei,Bairro Cidade Conferencia Cristo Rei,-1.671.613,-4.385.114,P,PPLX,BR,,15.0,3143302.0,,,0,,643,America/Sao_Paulo,22/06/2016,Bairro Cidade Conferencia Cristo Rei,Bairro Cidade Conferência Cristo Rei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,8603924,Morrinhos,Morrinhos,-1.673.504,-4.386.258,P,PPLX,BR,,15.0,3143302.0,,,0,,699,America/Sao_Paulo,22/06/2016,Morrinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,8603925,Vila Mauricéia,Vila Mauriceia,-1.671.832,-4.388.469,P,PPLX,BR,,15.0,3143302.0,,,0,,678,America/Sao_Paulo,22/06/2016,Vila Mauriceia,Vila Mauricéia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,8603926,Nova Morada,Nova Morada,-1.669.162,-4.387.935,P,PPLX,BR,,15.0,3143302.0,,,0,,646,America/Sao_Paulo,22/06/2016,Nova Morada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,8603927,Vila São Francisco,Vila Sao Francisco,-1.670.158,-438.739,P,PPLX,BR,,15.0,3143302.0,,,0,,700,America/Sao_Paulo,22/06/2016,Vila Sao Francisco,Vila São Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,8603928,São Vicente No Bairro Santos Reis,Sao Vicente No Bairro Santos Reis,-1.669.807,-4.387.123,P,PPLX,BR,,15.0,3143302.0,,,0,,639,America/Sao_Paulo,22/06/2016,Sao Vicente No Bairro Santos Reis,São Vicente No Bairro Santos Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,8603929,Vila Alice,Vila Alice,-1.668.691,-4.387.801,P,PPLX,BR,,15.0,3143302.0,,,0,,663,America/Sao_Paulo,22/06/2016,Vila Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,8603930,Vila Castelo Branco,Vila Castelo Branco,-1.667.777,-4.387.491,P,PPLX,BR,,15.0,3143302.0,,,0,,657,America/Sao_Paulo,22/06/2016,Vila Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,8603931,Vila Santa Cecília,Vila Santa Cecilia,-1.669.793,-4.385.016,P,PPLX,BR,,15.0,3143302.0,,,0,,619,America/Sao_Paulo,22/06/2016,Vila Santa Cecilia,Vila Santa Cecília,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,8603932,Vila Tupã,Vila Tupa,-167.115,-4.384.457,P,PPLX,BR,,15.0,3143302.0,,,0,,638,America/Sao_Paulo,22/06/2016,Vila Tupa,Vila Tupã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,8603933,Vila Telma,Vila Telma,-1.676.284,-4.384.358,P,PPLX,BR,,15.0,3143302.0,,,0,,684,America/Sao_Paulo,22/06/2016,Vila Telma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,8603934,Bairro Itatiaia,Bairro Itatiaia,-1.676.702,-4.385.402,P,PPLX,BR,,15.0,3143302.0,,,0,,677,America/Sao_Paulo,22/06/2016,Bairro Itatiaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,8603935,Bairro Chiquinho Guimarães,Bairro Chiquinho Guimaraes,-1.676.008,-4.387.438,P,PPLX,BR,,15.0,3143302.0,,,0,,656,America/Sao_Paulo,22/06/2016,Bairro Chiquinho Guimaraes,Bairro Chiquinho Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,8603936,Vila Nossa Senhora Aparecida,Vila Nossa Senhora Aparecida,-1.987.886,-446.124,P,PPLX,BR,,15.0,3147105.0,,,0,,849,America/Sao_Paulo,22/06/2016,Vila Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,8603937,Patrimônio,Patrimonio,-2.073.449,-4.660.111,P,PPLX,BR,,15.0,3147907.0,,,0,,788,America/Sao_Paulo,22/06/2016,Patrimonio,Patrimônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,8603938,Bairro São Sebastião,Bairro Sao Sebastiao,-1.931.531,-4.125.702,P,PPLX,BR,,15.0,3154309.0,,,0,,161,America/Sao_Paulo,22/06/2016,Bairro Sao Sebastiao,Bairro São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,8603939,Vila Bom Jesus - Bairro Florença,Vila Bom Jesus - Bairro Florenca,-1.976.174,-441.512,P,PPLX,BR,,15.0,3154606.0,,,0,,905,America/Sao_Paulo,22/06/2016,Vila Bom Jesus - Bairro Florenca,Vila Bom Jesus - Bairro Florença,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,8603940,Vila do Conjunto Henrique Sapori,Vila do Conjunto Henrique Sapori,-1.976.101,-441.379,P,PPLX,BR,,15.0,3154606.0,,,0,,895,America/Sao_Paulo,22/06/2016,Vila do Conjunto Henrique Sapori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,8603941,Vila Hortinha,Vila Hortinha,-1.977.509,-4.407.031,P,PPLX,BR,,15.0,3154606.0,,,0,,814,America/Sao_Paulo,22/06/2016,Vila Hortinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,8603942,Vila Santa Filomena - Avenida Santa Filomena,Vila Santa Filomena - Avenida Santa Filomena,-1.980.213,-4.400.796,P,PPLX,BR,,15.0,3154606.0,,,0,,805,America/Sao_Paulo,22/06/2016,Vila Santa Filomena - Avenida Santa Filomena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,8603943,Vila Santa Fé - Rua Trinta e Um - Justinópolis,Vila Santa Fe - Rua Trinta e Um - Justinopolis,-1.980.649,-4.400.606,P,PPLX,BR,,15.0,3154606.0,,,0,,799,America/Sao_Paulo,22/06/2016,Vila Santa Fe - Rua Trinta e Um - Justinopolis,Vila Santa Fé - Rua Trinta e Um - Justinópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,8603944,Vila Braúnas,Vila Braunas,-1.979.892,-4.400.559,P,PPLX,BR,,15.0,3154606.0,,,0,,797,America/Sao_Paulo,22/06/2016,Vila Braunas,Vila Braúnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,8603945,Vila Jardim de Alá - Avenida Treze,Vila Jardim de Ala - Avenida Treze,-1.980.741,-4.402.081,P,PPLX,BR,,15.0,3154606.0,,,0,,781,America/Sao_Paulo,22/06/2016,Vila Jardim de Ala - Avenida Treze,Vila Jardim de Alá - Avenida Treze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,8603946,Vila Bispo de Maura,Vila Bispo de Maura,-1.982.781,-4.401.585,P,PPLX,BR,,15.0,3154606.0,,,0,,845,America/Sao_Paulo,22/06/2016,Vila Bispo de Maura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,8603947,Vila Maria Helena II,Vila Maria Helena II,-1.978.344,-4.398.827,P,PPLX,BR,,15.0,3154606.0,,,0,,801,America/Sao_Paulo,22/06/2016,Vila Maria Helena II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,8603948,Vila Landi Primeira Seção,Vila Landi Primeira Secao,-1.978.303,-4.398.626,P,PPLX,BR,,15.0,3154606.0,,,0,,808,America/Sao_Paulo,09/10/2016,Vila Landi Primeira Secao,Vila Landi Primeira Seção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,8603949,Alto Cabral,Alto Cabral,-1.988.102,-4.380.376,P,PPLX,BR,,15.0,3156700.0,,,0,,830,America/Sao_Paulo,22/06/2016,Alto Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,8603950,Alto do Fidalgo,Alto do Fidalgo,-1.989.347,-4.379.721,P,PPLX,BR,,15.0,3156700.0,,,0,,787,America/Sao_Paulo,22/06/2016,Alto do Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
