geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80
3399885,Fazenda Santa Luzia,Fazenda Santa Luzia,,-4.5,-3.988.333,P,PPL,BR,,6,2312205.0,,,0,,376,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399886,Fazenda Santa Lúzia,Fazenda Santa Luzia,,-398.333,-39.7,P,PPL,BR,,6,2313351.0,,,0,,210,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399887,Fazenda Santa Lúzia,Fazenda Santa Luzia,,-383.333,-39.25,P,PPL,BR,,6,2310704.0,,,0,,66,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399888,Fazenda Santa Helena,Fazenda Santa Helena,,-7.15,-4.116.667,P,PPL,BR,,20,2204204.0,,,0,,378,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399889,Fazenda Santa Helena,Fazenda Santa Helena,,-4.4,-3.913.333,P,PPL,BR,,6,2302800.0,,,0,,219,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399890,Fazenda Santa Fé,Fazenda Santa Fe,,-7.1,-42.25,P,PPL,BR,,20,2207009.0,,,0,,213,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399891,Fazenda Santa Fé,Fazenda Santa Fe,,-4.95,-3.726.667,P,PPL,BR,,22,2404408.0,,,0,,24,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399892,Fazenda Santa Fé,Fazenda Santa Fe,,-361.667,-39.3,P,PPL,BR,,6,2312601.0,,,0,,61,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399893,Fazenda Santa Catarina,Fazenda Santa Catarina,,-501.667,-4.201.667,P,PPL,BR,,20,2202208.0,,,0,,156,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399894,Fazenda Santa Ana,Fazenda Santa Ana,,-486.667,-3.836.667,P,PPL,BR,,6,2308708.0,,,0,,82,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399895,Fazenda Santa Ana,Fazenda Santa Ana,,-381.667,-3.946.667,P,PPL,BR,,6,2306306.0,,,0,,110,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399896,Fazenda Salvação,Fazenda Salvacao,,-498.333,-39.15,P,PPL,BR,,6,2311306.0,,,0,,246,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399897,Fazenda Salgado,Fazenda Salgado,,-496.667,-4.003.333,P,PPL,BR,,6,2308609.0,,,0,,443,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399898,Fazenda Salgado,Fazenda Salgado,,-4.4,-4.018.333,P,PPL,BR,,6,2312205.0,,,0,,248,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399899,Fazenda Salgado,Fazenda Salgado,,-386.667,-39.4,P,PPL,BR,,6,2310704.0,,,0,,112,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399900,Fazenda Salgadinho,Fazenda Salgadinho,,-353.333,-39.9,P,PPL,BR,,6,2308377.0,,,0,,69,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399901,Fazenda Salgadinho,Fazenda Salgadinho,,-346.667,-4.016.667,P,PPL,BR,,6,2312007.0,,,0,,96,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399902,Fazenda Saco Verde,Fazenda Saco Verde,,-373.333,-3.968.333,P,PPL,BR,,6,2306306.0,,,0,,180,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399903,Fazenda Saco do Vento,Fazenda Saco do Vento,,-4,-3.981.667,P,PPL,BR,,6,2306108.0,,,0,,230,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399904,Fazenda Saco do Adelino,Fazenda Saco do Adelino,,-5.25,-41.1,P,PPL,BR,,20,2202026.0,,,0,,506,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399905,Fazenda Saco,Fazenda Saco,,-791.667,-4.021.667,P,PPL,BR,,30,2609907.0,,,0,,511,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399906,Fazenda Saco,Fazenda Saco,,-666.667,-41.85,P,PPL,BR,,20,2204709.0,,,0,,380,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399907,Fazenda Saco,Fazenda Saco,,-518.333,-4.118.333,P,PPL,BR,,20,2202026.0,,,0,,337,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399908,Fazenda Saco,Fazenda Saco,,-321.667,-39.95,P,PPL,BR,,6,2306553.0,,,0,,75,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399909,Fazenda Sabonete,Fazenda Sabonete,,-403.333,-39.7,P,PPL,BR,,6,2306108.0,,,0,,230,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399910,Fazenda Rocilândia,Fazenda Rocilandia,,-423.333,-3.966.667,P,PPL,BR,,6,2302800.0,,,0,,213,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399911,Fazenda Rio Branco,Fazenda Rio Branco,,-6.9,-42.9,P,PPL,BR,,20,2203909.0,,,0,,163,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399912,Fazenda Riacho Novo,Fazenda Riacho Novo,,-416.667,-4.023.333,P,PPL,BR,,6,2312205.0,,,0,,198,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399913,Fazenda Riacho Fundo,Fazenda Riacho Fundo,,-383.333,-3.973.333,P,PPL,BR,,6,2306108.0,,,0,,163,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399914,Fazenda Riacho Fundo,Fazenda Riacho Fundo,,-3.55,-3.926.667,P,PPL,BR,,6,2312403.0,,,0,,69,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399915,Fazenda Riacho dos Bois,Fazenda Riacho dos Bois,,-438.333,-3.996.667,P,PPL,BR,,6,2312205.0,,,0,,234,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399916,Fazenda Riacho do Onca,Fazenda Riacho do Onca,,-558.333,-4.186.667,P,PPL,BR,,20,2209906.0,,,0,,134,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399917,Fazenda Riacho do Meio,Fazenda Riacho do Meio,,-371.667,-39,P,PPL,BR,,6,2310704.0,,,0,,29,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399918,Fazenda Riacho do Mato,Fazenda Riacho do Mato,,-428.333,-4.043.333,P,PPL,BR,,6,2305209.0,,,0,,174,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399919,Fazenda Riacho do Divertido,Fazenda Riacho do Divertido,,-4.7,-3.816.667,P,PPL,BR,,6,2311801.0,,,0,,59,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399920,Fazenda Riacho das Umburanas,Fazenda Riacho das Umburanas,,-461.667,-3.818.333,P,PPL,BR,,6,2302206.0,,,0,,58,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399921,Fazenda Riacho da Areia,Fazenda Riacho da Areia,,-713.333,-4.223.333,P,PPL,BR,,20,2207009.0,,,0,,256,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399922,Fazenda Riacho,Fazenda Riacho,,-476.667,-38.8,P,PPL,BR,,6,2305266.0,,,0,,122,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399923,Fazenda Riacho,Fazenda Riacho,,-326.667,-4.048.333,P,PPL,BR,,6,2313906.0,,,0,,57,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399924,Fazenda Riachão,Fazenda Riachao,,-6.2,-43.25,P,PPL,BR,,13,2110906.0,,,0,,142,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399925,Fazenda Retriano,Fazenda Retriano,,-441.667,-3.816.667,P,PPL,BR,,6,2302206.0,,,0,,61,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399926,Fazenda Retiro,Fazenda Retiro,,-7.2,-4.251.667,P,PPL,BR,,20,2209708.0,,,0,,164,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399927,Fazenda Retiro,Fazenda Retiro,,-3.8,-3.986.667,P,PPL,BR,,6,2306108.0,,,0,,169,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399928,Fazenda Rejeitado,Fazenda Rejeitado,,-4.85,-40.45,P,PPL,BR,,6,2313203.0,,,0,,336,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399929,Fazenda Reforma,Fazenda Reforma,,-493.333,-3.738.333,P,PPL,BR,,22,2408003.0,,,0,,30,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399930,Fazenda Redoma,Fazenda Redoma,,-541.667,-4.213.333,P,PPL,BR,,20,2200301.0,,,0,,156,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399931,Fazenda Recife,Fazenda Recife,,-4.25,-40.2,P,PPL,BR,,6,2312205.0,,,0,,177,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399932,Fazenda Rapina,Fazenda Rapina,,-403.333,-39.6,P,PPL,BR,,6,2313351.0,,,0,,179,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399933,Fazenda Rancho dos Moços,Fazenda Rancho dos Mocos,,-401.667,-3.906.667,P,PPL,BR,,6,2310704.0,,,0,,115,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399934,Fazenda Rancho Alegre,Fazenda Rancho Alegre,,-451.667,-3.818.333,P,PPL,BR,,6,2302206.0,,,0,,121,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399935,Fazenda Rajada,Fazenda Rajada,,-353.333,-3.946.667,P,PPL,BR,,6,2306405.0,,,0,,83,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399936,Fazenda Quicim,Fazenda Quicim,,-373.333,-39.2,P,PPL,BR,,6,2310704.0,,,0,,73,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399937,Fazenda Queimadas,Fazenda Queimadas,,-486.667,-3.921.667,P,PPL,BR,,6,2303931.0,,,0,,239,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399938,Fazenda Queimadas,Fazenda Queimadas,,-4.85,-37.55,P,PPL,BR,,6,2301109.0,,,0,,40,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399939,Fazenda Queimada,Fazenda Queimada,,-756.667,-40.1,P,PPL,BR,,30,2602001.0,,,0,,539,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399940,Fazenda Quandu,Fazenda Quandu,,-406.667,-38.65,P,PPL,BR,,6,2304954.0,,,0,,89,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399941,Fazenda Puruna,Fazenda Puruna,,-313.333,-40.3,P,PPL,BR,,6,2302305.0,,,0,,79,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399942,Fazenda Providéncia,Fazenda Providencia,,-396.667,-3.913.333,P,PPL,BR,,6,2310704.0,,,0,,87,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399943,Fazenda Primavera,Fazenda Primavera,,-7.1,-4.118.333,P,PPL,BR,,20,2204204.0,,,0,,433,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399944,Fazenda Porteiras,Fazenda Porteiras,,-708.333,-42.7,P,PPL,BR,,20,2206704.0,,,0,,166,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399945,Fazenda Ponta da Serra,Fazenda Ponta da Serra,,-496.667,-39.8,P,PPL,BR,,6,2302404.0,,,0,,328,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399946,Fazenda Poço Verde,Fazenda Poco Verde,,-361.667,-3.998.333,P,PPL,BR,,6,2308377.0,,,0,,74,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399947,Fazenda Poço Redondo,Fazenda Poco Redondo,,-381.667,-3.951.667,P,PPL,BR,,6,2313351.0,,,0,,97,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399948,Fazenda Poco da Pedra,Fazenda Poco da Pedra,,-4,-3.963.333,P,PPL,BR,,6,2313351.0,,,0,,169,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399949,Fazenda Poço da Pedra,Fazenda Poco da Pedra,,-4,-3.943.333,P,PPL,BR,,6,2304608.0,,,0,,96,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399950,Fazenda Poço da Onça,Fazenda Poco da Onca,,-361.667,-3.988.333,P,PPL,BR,,6,2308377.0,,,0,,79,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399951,Fazenda Poço Comprido,Fazenda Poco Comprido,,-378.333,-4.041.667,P,PPL,BR,,6,2312908.0,,,0,,75,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399952,Fazenda Pocinhos,Fazenda Pocinhos,,-3.9,-4.018.333,P,PPL,BR,,6,2304350.0,,,0,,143,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399953,Fazenda Pitombeiras,Fazenda Pitombeiras,,-393.333,-3.948.333,P,PPL,BR,,6,2313351.0,,,0,,119,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399954,Fazenda Pitombeira,Fazenda Pitombeira,,-706.667,-4.283.333,P,PPL,BR,,20,2206704.0,,,0,,203,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399955,Fazenda Pitombeira,Fazenda Pitombeira,,-501.667,-41.3,P,PPL,BR,,20,2202026.0,,,0,,239,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399956,Fazenda Pitombeira,Fazenda Pitombeira,,-3.8,-40.3,P,PPL,BR,,6,2304350.0,,,0,,95,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399957,Fazenda Piripiri,Fazenda Piripiri,,-543.333,-4.216.667,P,PPL,BR,,20,2200301.0,,,0,,162,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399958,Fazenda Pirai,Fazenda Pirai,,-371.667,-40.45,P,PPL,BR,,6,2312908.0,,,0,,143,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399959,Fazenda Piquizeiro,Fazenda Piquizeiro,,-556.667,-4.251.667,P,PPL,BR,,20,2206407.0,,,0,,115,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399960,Fazenda Pio IX,Fazenda Pio IX,,-691.667,-41.9,P,PPL,BR,,20,2209955.0,,,0,,360,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399961,Fazenda Pintada,Fazenda Pintada,,-773.333,-4.311.667,P,PPL,BR,,20,2209005.0,,,0,,302,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399962,Fazenda Pintada,Fazenda Pintada,,-421.667,-3.988.333,P,PPL,BR,,6,2312205.0,,,0,,274,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399963,Fazenda Picos,Fazenda Picos,,-418.333,-40.25,P,PPL,BR,,6,2312205.0,,,0,,184,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399964,Fazenda Picada,Fazenda Picada,,-3.35,-4.038.333,P,PPL,BR,,6,2312809.0,,,0,,102,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399965,Fazenda Pereiro,Fazenda Pereiro,,-7.85,-4.091.667,P,PPL,BR,,20,2203271.0,,,0,,380,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399966,Fazenda Perdicão,Fazenda Perdicao,,-443.333,-39.1,P,PPL,BR,,6,2302800.0,,,0,,315,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399967,Fazenda Pensilvânia,Fazenda Pensilvania,,-4.4,-4.023.333,P,PPL,BR,,6,2312205.0,,,0,,222,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399968,Fazenda Pedra Vermelha,Fazenda Pedra Vermelha,,-378.333,-4.006.667,P,PPL,BR,,6,2312908.0,,,0,,118,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
