,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername70,othername71,othername72,othername73
10414,7614828,Escola do Bairro Serpa,Escola do Bairro Serpa,-2.335.213,-4.674.781,S,SCH,BR,,27,3509007.0,,,0,,774,America/Sao_Paulo,03/08/2012,Escola do Bairro Serpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10415,7614829,Companhia Melhoramentos,Companhia Melhoramentos,-2.335.714,-4.674.909,L,INDS,BR,,27,,,,0,,739,America/Sao_Paulo,21/01/2012,Companhia Melhoramentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10416,7614830,Igreja de Santo Antônio,Igreja de Santo Antonio,-2.336.185,-4.674.292,S,CH,BR,,27,3509007.0,,,0,,768,America/Sao_Paulo,03/08/2012,Igreja de Santo Antonio,Igreja de Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10417,7614831,Escola Walter Weiszflog,Escola Walter Weiszflog,-2.336.506,-4.674.434,S,SCH,BR,,27,3509007.0,,,0,,755,America/Sao_Paulo,03/08/2012,Escola Walter Weiszflog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10418,7614832,Escola Professor Joaquim Osório,Escola Professor Joaquim Osorio,-2.335.898,-467.404,S,SCH,BR,,27,3509007.0,,,0,,744,America/Sao_Paulo,03/08/2012,Escola Professor Joaquim Osorio,Escola Professor Joaquim Osório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10419,7614833,Ribeirão Criciúma,Ribeirao Criciuma,-2.335.736,-4.674.394,H,STM,BR,,27,,,,0,,726,America/Sao_Paulo,21/01/2012,Ribeirao Criciuma,Ribeirão Criciúma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420,7614834,Chácara São Pedro,Chacara Sao Pedro,-233.677,-4.670.894,S,FRM,BR,,27,3509007.0,,,0,,801,America/Sao_Paulo,03/08/2012,Chacara Sao Pedro,Chácara São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10421,7614835,Bairro Jardim Virginia,Bairro Jardim Virginia,-2.337.094,-4.671.095,P,PPL,BR,,27,3509007.0,,,0,,790,America/Sao_Paulo,03/08/2012,Bairro Jardim Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422,7614836,Igreja de São Pedro,Igreja de Sao Pedro,-2.337.274,-4.670.313,S,CH,BR,,27,3509007.0,,,0,,804,America/Sao_Paulo,03/08/2012,Igreja de Sao Pedro,Igreja de São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10423,7614837,Bairro Morro Grande,Bairro Morro Grande,-2.337.028,-4.669.885,P,PPL,BR,,27,3509007.0,,,0,,770,America/Sao_Paulo,03/08/2012,Bairro Morro Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10424,7614838,Sítio Santa Cecilia,Sitio Santa Cecilia,-2.337.364,-4.669.818,P,PPL,BR,,27,3509007.0,,,0,,815,America/Sao_Paulo,03/08/2012,Sitio Santa Cecilia,Sítio Santa Cecilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,7614839,Sítio São Benedito,Sitio Sao Benedito,-2.337.173,-4.669.162,P,PPL,BR,,27,3509007.0,,,0,,819,America/Sao_Paulo,03/08/2012,Sitio Sao Benedito,Sítio São Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,7614840,Fazenda Emboaba,Fazenda Emboaba,-2.336.422,-4.668.608,S,FRM,BR,,27,3516408.0,,,0,,783,America/Sao_Paulo,03/08/2012,Fazenda Emboaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10427,7614841,Fazenda Santa Luzia,Fazenda Santa Luzia,-2.337.417,-4.669.231,S,FRM,BR,,27,3509007.0,,,0,,789,America/Sao_Paulo,03/08/2012,Fazenda Santa Luzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428,7614842,Fazenda Santa Luzia,Fazenda Santa Luzia,-2.337.729,-4.669.217,S,FRM,BR,,27,3509007.0,,,0,,793,America/Sao_Paulo,03/08/2012,Fazenda Santa Luzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10429,7614843,Sítio Taperinha,Sitio Taperinha,-2.339.138,-4.670.641,P,PPL,BR,,27,3509007.0,,,0,,806,America/Sao_Paulo,03/08/2012,Sitio Taperinha,Sítio Taperinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10430,7614844,Sítio Santo Antônio,Sitio Santo Antonio,-2.338.931,-4.670.243,P,PPL,BR,,27,3509007.0,,,0,,809,America/Sao_Paulo,03/08/2012,Sitio Santo Antonio,Sítio Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10431,7614845,Sítio Barreiro,Sitio Barreiro,-2.338.721,-4.670.427,P,PPL,BR,,27,3509007.0,,,0,,799,America/Sao_Paulo,03/08/2012,Sitio Barreiro,Sítio Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,7614846,Sítio Apá,Sitio Apa,-2.338.654,-4.670.718,P,PPL,BR,,27,3509007.0,,,0,,776,America/Sao_Paulo,03/08/2012,Sitio Apa,Sítio Apá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433,7614847,Bairro das Laranjeiras,Bairro das Laranjeiras,-2.338.017,-4.670.849,P,PPL,BR,,27,3509007.0,,,0,,768,America/Sao_Paulo,03/08/2012,Bairro das Laranjeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434,7614848,São João Gazeta,Sao Joao Gazeta,-2.337.985,-467.089,P,PPLL,BR,,27,3509007.0,,,0,,778,America/Sao_Paulo,03/08/2012,Sao Joao Gazeta,São João Gazeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10435,7614849,Sítio Barreiro,Sitio Barreiro,-2.337.572,-4.670.594,P,PPL,BR,,27,3509007.0,,,0,,771,America/Sao_Paulo,03/08/2012,Sitio Barreiro,Sítio Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10436,7614850,Bairro das Laranjeiras,Bairro das Laranjeiras,-2.338.935,-467.145,P,PPL,BR,,27,3509007.0,,,0,,788,America/Sao_Paulo,03/08/2012,Bairro das Laranjeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437,7614851,Loteamento Aparecidinha,Loteamento Aparecidinha,-2.339.146,-4.673.039,L,AREA,BR,,27,,,,0,,816,America/Sao_Paulo,21/01/2012,Loteamento Aparecidinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438,7614852,Sítio da Vovó,Sitio da Vovo,-2.338.891,-4.673.581,P,PPL,BR,,27,3550308.0,1.0,,0,,746,America/Sao_Paulo,27/10/2018,Sitio da Vovo,Sítio da Vovó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10439,7614853,Escola Doutor Olindo Dartora,Escola Doutor Olindo Dartora,-2.338.355,-4.673.709,S,SCH,BR,,27,3509007.0,,,0,,814,America/Sao_Paulo,03/08/2012,Escola Doutor Olindo Dartora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,7614854,Vila Rosina,Vila Rosina,-2.338.558,-4.673.751,P,PPL,BR,,27,3509007.0,,,0,,784,America/Sao_Paulo,03/08/2012,Vila Rosina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,7614855,Fazenda Florestal,Fazenda Florestal,-2.338.049,-4.674.718,S,FRM,BR,,27,3509007.0,,,0,,774,America/Sao_Paulo,03/08/2012,Fazenda Florestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10442,7614856,Vila Hungaresa,Vila Hungaresa,-2.340.136,-4.674.448,P,PPL,BR,,27,3550308.0,1.0,,0,,828,America/Sao_Paulo,27/10/2018,Vila Hungaresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,7614857,Escola Júlia de Oliveira,Escola Julia de Oliveira,-2.340.244,-4.673.796,S,SCH,BR,,27,3550308.0,1.0,,0,,816,America/Sao_Paulo,27/10/2018,Escola Julia de Oliveira,Escola Júlia de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,7614858,Escola Professor M. O. Feitosa,Escola Professor M. O. Feitosa,-2.340.884,-4.674.039,S,SCH,BR,,27,3550308.0,1.0,,0,,855,America/Sao_Paulo,27/10/2018,Escola Professor M. O. Feitosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10445,7614859,Fazenda Santo Antônio,Fazenda Santo Antonio,-2.340.597,-4.672.901,S,FRM,BR,,27,3550308.0,1.0,,0,,816,America/Sao_Paulo,27/10/2018,Fazenda Santo Antonio,Fazenda Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446,7614860,Vila Santa Cruz,Vila Santa Cruz,-2.340.106,-4.672.396,P,PPLL,BR,,27,3550308.0,1.0,,0,,842,America/Sao_Paulo,27/10/2018,Vila Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,7614861,Sítio do Castanho,Sitio do Castanho,-23.398,-46.71,P,PPL,BR,,27,3509007.0,,,0,,1034,America/Sao_Paulo,03/08/2012,Sitio do Castanho,Sítio do Castanho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10448,7614862,Escola Professor Francisco C. Vieira,Escola Professor Francisco C. Vieira,-2.339.484,-4.671.593,S,SCH,BR,,27,3509007.0,,,0,,823,America/Sao_Paulo,03/08/2012,Escola Professor Francisco C. Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,7614863,Igreja de Santa Rita,Igreja de Santa Rita,-233.952,-4.671.654,S,CH,BR,,27,3509007.0,,,0,,837,America/Sao_Paulo,03/08/2012,Igreja de Santa Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10450,7614864,Sítio Barreiro,Sitio Barreiro,-2.339.826,-4.669.745,P,PPL,BR,,27,3509007.0,,,0,,1073,America/Sao_Paulo,03/08/2012,Sitio Barreiro,Sítio Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451,7614865,Quinta da Cantareira,Quinta da Cantareira,-2.339.843,-4.668.456,P,PPLL,BR,,27,3509007.0,,,0,,1082,America/Sao_Paulo,03/08/2012,Quinta da Cantareira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10452,7614866,Ribeirão Santa Inês,Ribeirao Santa Ines,-2.336.616,-4.666.867,H,STM,BR,,27,,,,0,,768,America/Sao_Paulo,21/01/2012,Ribeirao Santa Ines,Ribeirão Santa Inês,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,7614867,Parque Suíco,Parque Suico,-2.340.701,-46.691,P,PPLL,BR,,27,3509007.0,,,0,,937,America/Sao_Paulo,03/08/2012,Parque Suico,Parque Suíco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10454,7614868,Serra Alegre,Serra Alegre,-2.341.576,-4.669.911,P,PPLL,BR,,27,3509007.0,,,0,,1190,America/Sao_Paulo,03/08/2012,Serra Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455,7614869,Parada de Taipas,Parada de Taipas,-2.341.941,-4.671.446,P,PPLL,BR,,27,3550308.0,1.0,,0,,994,America/Sao_Paulo,27/10/2018,Parada de Taipas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10456,7614870,Parada de Taipas,Parada de Taipas,-2.342.411,-4.671.077,P,PPLL,BR,,27,3550308.0,2.0,,0,,1018,America/Sao_Paulo,27/10/2018,Parada de Taipas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10457,7614871,Sítio Botuquara,Sitio Botuquara,-2.342.423,-4.672.112,P,PPL,BR,,27,3550308.0,1.0,,0,,878,America/Sao_Paulo,27/10/2018,Sitio Botuquara,Sítio Botuquara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10458,7614872,Sítio Icaraí,Sitio Icarai,-2.342.789,-467.202,P,PPL,BR,,27,3550308.0,2.0,,0,,928,America/Sao_Paulo,27/10/2018,Sitio Icarai,Sítio Icaraí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10459,7614873,Sítio Areão,Sitio Areao,-2.341.409,-4.674.021,P,PPL,BR,,27,3550308.0,1.0,,0,,751,America/Sao_Paulo,27/10/2018,Sitio Areao,Sítio Areão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10460,7614874,Sítio Alba,Sitio Alba,-2.342.784,-4.673.337,P,PPL,BR,,27,3550308.0,2.0,,0,,832,America/Sao_Paulo,27/10/2018,Sitio Alba,Sítio Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10461,7614875,Bairro Vila Aurora,Bairro Vila Aurora,-2.343.843,-467.482,P,PPLX,BR,,27,3550308.0,2.0,,0,,852,America/Sao_Paulo,16/12/2021,Bairro Vila Aurora,Bairrro Vila Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10462,7614876,Jardim Santa Lucrécia,Jardim Santa Lucrecia,-2.344.159,-467.474,P,PPL,BR,,27,3550308.0,2.0,,0,,819,America/Sao_Paulo,27/10/2018,Jardim Santa Lucrecia,Jardim Santa Lucrécia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10463,7614877,Sítio Arci,Sitio Arci,-2.343.124,-4.673.574,P,PPL,BR,,27,3550308.0,2.0,,0,,770,America/Sao_Paulo,27/10/2018,Sitio Arci,Sítio Arci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10464,7614878,Jardim Rincão,Jardim Rincao,-2.343.373,-4.671.949,P,PPL,BR,,27,3550308.0,2.0,,0,,827,America/Sao_Paulo,27/10/2018,Jardim Rincao,Jardim Rincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10465,7614879,Igreja de São Judas Tadeu,Igreja de Sao Judas Tadeu,-2.343.713,-467.276,S,CH,BR,,27,3550308.0,2.0,,0,,822,America/Sao_Paulo,27/10/2018,Igreja de Sao Judas Tadeu,Igreja de São Judas Tadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,7614880,Escola Padre Leonel Franca,Escola Padre Leonel Franca,-2.343.866,-4.672.816,S,SCH,BR,,27,3550308.0,2.0,,0,,826,America/Sao_Paulo,27/10/2018,Escola Padre Leonel Franca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10467,7614881,Escola General Vicente de Paulo D. Coutinho,Escola General Vicente de Paulo D. Coutinho,-2.343.537,-4.671.681,S,SCH,BR,,27,3550308.0,2.0,,0,,828,America/Sao_Paulo,27/10/2018,Escola General Vicente de Paulo D. Coutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10468,7614882,Escola General Humberto do S. Mellio,Escola General Humberto do S. Mellio,-2.343.537,-4.671.802,S,SCH,BR,,27,3550308.0,2.0,,0,,826,America/Sao_Paulo,27/10/2018,Escola General Humberto do S. Mellio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10469,7614883,Jardim Brasilia,Jardim Brasilia,-2.344.183,-4.670.835,P,PPL,BR,,27,3550308.0,3.0,,0,,857,America/Sao_Paulo,27/10/2018,Jardim Brasilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10470,7614884,Jardim Damasceno,Jardim Damasceno,-2.344.767,-466.977,P,PPL,BR,,27,3550308.0,3.0,,0,,821,America/Sao_Paulo,27/10/2018,Jardim Damasceno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10471,7614885,Escola Genésio de A. Mouro,Escola Genesio de A. Mouro,-2.344.686,-4.669.585,S,SCH,BR,,27,3550308.0,3.0,,0,,838,America/Sao_Paulo,27/10/2018,Escola Genesio de A. Mouro,Escola Genésio de A. Mouro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10472,7614886,Escola Professora Dalila de Andrade Costa,Escola Professora Dalila de Andrade Costa,-2.345.327,-4.668.501,S,SCH,BR,,27,3550308.0,3.0,,0,,826,America/Sao_Paulo,27/10/2018,Escola Professora Dalila de Andrade Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10473,7614887,Escola Professor André R. Alkinum,Escola Professor Andre R. Alkinum,-2.345.796,-466.934,S,SCH,BR,,27,3550308.0,3.0,,0,,810,America/Sao_Paulo,27/10/2018,Escola Professor Andre R. Alkinum,Escola Professor André R. Alkinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10474,7614888,Escola Professor Francisco P. Neto,Escola Professor Francisco P. Neto,-2.345.055,-4.671.639,S,SCH,BR,,27,3550308.0,2.0,,0,,884,America/Sao_Paulo,27/10/2018,Escola Professor Francisco P. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10475,7614889,Capela de Santa Teresinha,Capela de Santa Teresinha,-2.345.662,-4.671.578,S,CH,BR,,27,3550308.0,2.0,,0,,864,America/Sao_Paulo,27/10/2018,Capela de Santa Teresinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10476,7614890,Escola Professor Renato Antônio Chechia,Escola Professor Renato Antonio Chechia,-2.345.399,-4.671.684,S,SCH,BR,,27,3550308.0,2.0,,0,,856,America/Sao_Paulo,27/10/2018,Escola Professor Renato Antonio Chechia,Escola Professor Renato Antônio Chechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10477,7614891,Escola Professor Luis David Sobrinho,Escola Professor Luis David Sobrinho,-2.345.052,-4.672.929,S,SCH,BR,,27,3550308.0,2.0,,0,,863,America/Sao_Paulo,27/10/2018,Escola Professor Luis David Sobrinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478,7614892,Escola Ana S. da Silva,Escola Ana S. da Silva,-2.344.942,-467.433,S,SCH,BR,,27,3550308.0,2.0,,0,,847,America/Sao_Paulo,27/10/2018,Escola Ana S. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479,7614893,Escola Italo Betarello,Escola Italo Betarello,-2.344.992,-4.673.566,S,SCH,BR,,27,3550308.0,2.0,,0,,842,America/Sao_Paulo,27/10/2018,Escola Italo Betarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,7614894,Igreja de Nossa Senhora da Conceicão,Igreja de Nossa Senhora da Conceicao,-2.345.511,-4.674.058,S,CH,BR,,27,3550308.0,2.0,,0,,833,America/Sao_Paulo,27/10/2018,Igreja de Nossa Senhora da Conceicao,Igreja de Nossa Senhora da Conceicão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10481,7614895,Escola Brigadeiro Henrique R. Dvott Fonterielle,Escola Brigadeiro Henrique R. Dvott Fonterielle,-2.345.573,-4.674.287,S,SCH,BR,,27,3550308.0,2.0,,0,,841,America/Sao_Paulo,27/10/2018,Escola Brigadeiro Henrique R. Dvott Fonterielle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10482,7614896,Escola Professora Isabel V. de Santa Paiva,Escola Professora Isabel V. de Santa Paiva,-2.345.532,-4.674.599,S,SCH,BR,,27,3550308.0,2.0,,0,,826,America/Sao_Paulo,27/10/2018,Escola Professora Isabel V. de Santa Paiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10483,7614897,Ferrão,Ferrao,-2.346.247,-4.674.787,P,PPLL,BR,,27,3550308.0,2.0,,0,,815,America/Sao_Paulo,27/10/2018,Ferrao,Ferrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10484,7614898,Escola Crispim de Oliveira,Escola Crispim de Oliveira,-2.345.928,-4.670.656,S,SCH,BR,,27,3550308.0,3.0,,0,,866,America/Sao_Paulo,27/10/2018,Escola Crispim de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10485,7614899,Capela de São Benedito,Capela de Sao Benedito,-2.346.013,-4.670.722,S,CH,BR,,27,3550308.0,3.0,,0,,878,America/Sao_Paulo,27/10/2018,Capela de Sao Benedito,Capela de São Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10486,7614900,Vila Santa Isabel,Vila Santa Isabel,-2.346.009,-4.669.276,P,PPL,BR,,27,3550308.0,3.0,,0,,844,America/Sao_Paulo,27/10/2018,Vila Santa Isabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10487,7614901,Escola Embaixada Raul Fernandes,Escola Embaixada Raul Fernandes,-2.346.721,-466.921,S,SCH,BR,,27,3550308.0,3.0,,0,,760,America/Sao_Paulo,27/10/2018,Escola Embaixada Raul Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10488,7614902,Escola Martim Egidio Damy,Escola Martim Egidio Damy,-2.346.997,-4.668.583,S,SCH,BR,,27,3550308.0,3.0,,0,,750,America/Sao_Paulo,27/10/2018,Escola Martim Egidio Damy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
